words,itemnum,used_in_expt2,condition,word01,word02,word03,word04,word05,word06,word07,word08,word09,word10,word11,word12,word13,word14,word15,word16,group,critical_word,critical_word_pos,gpt2,gpt2prob,gpt2region,gpt2regionprob,glovedistmin,glovedistmean,unigram,unigramregion,wlen,wlenregion
DNA is housed within the nucleus of a cell in a living organism.,102,False,HC,DNA,is,housed,within,the,nucleus,of,a,cell,in,a,living,organism.,,,,144,cell,9,2.4979765,0.082251266,7.449918,0.0005814894,0.6503531484467848,0.8214422658449934,4.3168335,7.7725551,4,7
The scientists were extracting the DNA from a cell in a living organism.,103,False,MC,The,scientists,were,extracting,the,DNA,from,a,cell,in,a,living,organism.,,,,144,cell,9,5.9870768,0.0025109935,10.474323,2.825265e-05,0.6503531484467848,0.7962222221058534,4.3168335,7.7725551,4,7
"In his textbook, there's a drawing of a cell in a living organism.",104,False,LC,In,his,"textbook,",there's,a,drawing,of,a,cell,in,a,living,organism.,,,,144,cell,9,8.78773,0.00015259393,12.540639,3.578242e-06,0.9883056465411444,1.025659099482796,4.3168335,7.7725551,4,7
The teacher walked up to the board and grabbed a piece of chalk at home.,105,True,HC,The,teacher,walked,up,to,the,board,and,grabbed,a,piece,of,chalk,at,home.,,196,chalk,13,5.2453303,0.0052720797,19.705444,2.7671598e-09,0.7968341644722889,0.9025932134596,5.694949,12.3848611,5,12
"After decades, the instructor decided to switch to a new brand of chalk at home.",106,True,MC,After,"decades,",the,instructor,decided,to,switch,to,a,new,brand,of,chalk,at,home.,,196,chalk,13,7.397882,0.0006125488,17.05899,3.9027846e-08,0.8849664868461294,0.9907525992048026,5.694949,12.3848611,5,12
"While searching around in the garage, the man found a piece of chalk at home.",107,True,LC,While,searching,around,in,the,"garage,",the,man,found,a,piece,of,chalk,at,home.,,196,chalk,13,7.392264,0.0006159998,18.530426,8.960623e-09,0.8786473048197534,0.954397077374841,5.694949,12.3848611,5,12
The checkmate abruptly ended their game of chess at Victor's house.,108,False,HC,The,checkmate,abruptly,ended,their,game,of,chess,at,Victor's,house.,,,,,,213,chess,8,3.403864,0.03324457,19.95514,2.155724e-09,0.6177993088812097,0.820751666836663,5.2090077,14.5318568,5,15
The two Russians played another round of chess at Victor's house.,109,False,MC,The,two,Russians,played,another,round,of,chess,at,Victor's,house.,,,,,,213,chess,8,4.425697,0.01196587,19.529528,3.2993919e-09,0.7081989799886665,0.8833520770730562,5.2090077,14.5318568,5,15
They were learning another important rule of chess at Victor's house.,110,False,LC,They,were,learning,another,important,rule,of,chess,at,Victor's,house.,,,,,,213,chess,8,4.1354995,0.015994674,22.748577,1.3195277e-10,0.6971930799231103,0.8628031422571363,5.2090077,14.5318568,5,15
Santa lands on the roof and comes down through the chimney of the house.,111,True,HC,Santa,lands,on,the,roof,and,comes,down,through,the,chimney,of,the,house.,,,106,chimney,11,5.2546444,0.0052232035,9.700481,6.1254e-05,0.4684500938899322,0.8029888094881503,6.0807657,8.991386,7,12
The firefighter noticed there was smoke coming out of the chimney of the house.,112,True,MC,The,firefighter,noticed,there,was,smoke,coming,out,of,the,chimney,of,the,house.,,,106,chimney,11,4.440005,0.011795881,8.384661,0.00022834321,0.5739951719452716,0.7912177592213786,6.0807657,8.991386,7,12
"Every Spring, my family cleans out the basement and the chimney of the house.",113,True,LC,Every,"Spring,",my,family,cleans,out,the,basement,and,the,chimney,of,the,house.,,,106,chimney,11,8.510456,0.00020135197,12.204414,5.008298e-06,0.6003139590788716,0.8611769819734427,6.0807657,8.991386,7,12
The soprano auditioned for the church choir in the evening.,114,False,HC,The,soprano,auditioned,for,the,church,choir,in,the,evening.,,,,,,,194,choir,7,0.926252,0.39603528,4.910723,0.0073671583,0.4227882532028133,0.5031550720933937,5.765046,8.8504624,5,10
"Every Easter, they heard the church choir in the evening.",115,False,MC,Every,"Easter,",they,heard,the,church,choir,in,the,evening.,,,,,,,194,choir,7,3.6493702,0.026007503,10.388729,3.0777424e-05,0.4227882532028133,0.7458999484115687,5.765046,8.8504624,5,10
Elizabeth didn't like to attend church choir in the evening.,116,False,LC,Elizabeth,didn't,like,to,attend,church,choir,in,the,evening.,,,,,,,194,choir,7,11.196343,1.3724289e-05,16.759567,5.2651703e-08,0.4227882532028133,0.8396597741718286,5.765046,8.8504624,5,10
"At storytime, the preschoolers have to sit in a circle on the rug.",117,False,HC,At,"storytime,",the,preschoolers,have,to,sit,in,a,circle,on,the,rug.,,,,47,circle,10,3.16213,0.042335466,7.195161,0.0007502074,0.8298167757419527,0.8793000625754105,4.800859,8.2587968,6,11
The girl decided to arrange her dolls in a circle on the rug.,118,False,MC,The,girl,decided,to,arrange,her,dolls,in,a,circle,on,the,rug.,,,,47,circle,10,4.954357,0.0070526125,9.529033,7.2709925e-05,0.8666922817689391,0.9524524110063546,4.800859,8.2587968,6,11
All of the fifth-graders had to get in a circle on the rug.,119,False,LC,All,of,the,fifth-graders,had,to,get,in,a,circle,on,the,rug.,,,,47,circle,10,5.980485,0.0025276002,10.79327,2.0537253e-05,0.930027659199286,0.9505827771588262,4.800859,8.2587968,6,11
"Above the doorway, he heard the ticking of the old clock on the wall.",120,True,HC,Above,the,"doorway,",he,heard,the,ticking,of,the,old,clock,on,the,wall.,,,35,clock,11,1.8519675,0.1569281,5.0988507,0.0061037573,0.4968401871131901,0.7857631169881039,4.7816424,8.2395802,5,10
"In the den, they replaced the battery in the old clock on the wall.",121,True,MC,In,the,"den,",they,replaced,the,battery,in,the,old,clock,on,the,wall.,,,35,clock,11,6.626319,0.0013250316,11.499121,1.0139005e-05,0.7717321303570039,0.8714593448759521,4.7816424,8.2395802,5,10
"After their trip, they replaced the battery in the old clock on the wall.",122,True,LC,After,their,"trip,",they,replaced,the,battery,in,the,old,clock,on,the,wall.,,,35,clock,11,7.1713023,0.0007683215,11.210033,1.3537683e-05,0.7717321303570039,0.8726445802674565,4.7816424,8.2395802,5,10
"In a few weeks, the butterfly will emerge from the cocoon made of silk.",123,False,HC,In,a,few,"weeks,",the,butterfly,will,emerge,from,the,cocoon,made,of,silk.,,,25,cocoon,11,5.82194,0.0029618538,14.723891,4.0317656e-07,0.6501730019222436,0.7728364389233955,6.324781,11.0883232,6,12
The caterpillar was trying its best to escape from the cocoon made of silk.,124,False,MC,The,caterpillar,was,trying,its,best,to,escape,from,the,cocoon,made,of,silk.,,,25,cocoon,11,6.2717338,0.0018889507,13.814146,1.0013655e-06,0.6205117412984278,0.8434300854560483,6.324781,11.0883232,6,12
The biologist used the microscope to see inside of the cocoon made of silk.,125,False,LC,The,biologist,used,the,microscope,to,see,inside,of,the,cocoon,made,of,silk.,,,25,cocoon,11,7.265896,0.0006989748,15.025063,2.983309e-07,0.6789582106467851,0.9231859882032156,6.324781,11.0883232,6,12
Melissa asks for decaf when ordering her cup of coffee at the restaurant.,126,False,HC,Melissa,asks,for,decaf,when,ordering,her,cup,of,coffee,at,the,restaurant.,,,,123,coffee,10,0.8414326,0.4310925,5.684672,0.003397648,0.3510683452038357,0.7339052205798962,4.5375376,8.2219425,6,11
The customer left without finishing his last sip of coffee at the restaurant.,127,False,MC,The,customer,left,without,finishing,his,last,sip,of,coffee,at,the,restaurant.,,,,123,coffee,10,2.383555,0.09222215,7.104173,0.0008216688,0.5539225991399905,0.8649945362299374,4.5375376,8.2219425,6,11
Melissa has difficulty when she's picking a type of coffee at the restaurant.,128,False,LC,Melissa,has,difficulty,when,she's,picking,a,type,of,coffee,at,the,restaurant.,,,,123,coffee,10,5.15121,0.005792393,10.855419,1.9299736e-05,0.8512696642484534,0.9546925149113812,4.5375376,8.2219425,6,11
We had to guess heads or tails when the referee flipped the coin in Dallas.,129,True,HC,We,had,to,guess,heads,or,tails,when,the,referee,flipped,the,coin,in,Dallas.,,190,coin,13,2.6444132,0.07104703,14.259328,6.4158263e-07,0.8796426626962521,0.9100627336891756,4.959578,12.3498983,4,13
"Because it was rare, he could get some money from selling the coin in Dallas.",130,True,MC,Because,it,was,"rare,",he,could,get,some,money,from,selling,the,coin,in,Dallas.,,190,coin,13,6.2135015,0.0020022145,18.408337,1.0124206e-08,0.6692509916776854,0.8223748678250552,4.959578,12.3498983,4,13
"He was carrying so much stuff in his hands, he dropped the coin in Dallas.",131,True,LC,He,was,carrying,so,much,stuff,in,his,"hands,",he,dropped,the,coin,in,Dallas.,,190,coin,13,6.5204134,0.00147306,24.51725,2.2505754e-11,0.8546299403326704,0.936238311757792,4.959578,12.3498983,4,13
The boy scout navigated using a map and a compass in his bag.,132,True,HC,The,boy,scout,navigated,using,a,map,and,a,compass,in,his,bag.,,,,173,compass,10,1.9382368,0.14395754,8.096349,0.00030464947,0.6624495827731419,0.8314079473666514,5.7051024,9.974512,7,12
My brother always carried a pocket knife and a compass in his bag.,133,True,MC,My,brother,always,carried,a,pocket,knife,and,a,compass,in,his,bag.,,,,173,compass,10,6.830558,0.0010802554,9.897739,5.0288236e-05,0.70123668040756,0.8596460753754241,5.7051024,9.974512,7,12
The boyscout always carried a first-aid kit and a compass in his bag.,134,True,LC,The,boyscout,always,carried,a,first-aid,kit,and,a,compass,in,his,bag.,,,,173,compass,10,6.311433,0.0018154301,10.392822,3.0651707e-05,0.7307632307025633,0.8634071045233835,5.7051024,9.974512,7,12
Lauren turned on the TV and flopped down on the couch in the den.,135,False,HC,Lauren,turned,on,the,TV,and,flopped,down,on,the,couch,in,the,den.,,,5,couch,11,1.0414218,0.3529525,6.1779737,0.0020746272,0.6841893798819987,0.7704635003209923,5.325667,8.4110834,5,10
They were worried that the cat would tear up the couch in the den.,136,False,MC,They,were,worried,that,the,cat,would,tear,up,the,couch,in,the,den.,,,5,couch,11,6.86766,0.0010409099,11.059263,1.5740663e-05,0.7718352426138069,0.8977160223865119,5.325667,8.4110834,5,10
"Before painting, the contractors laid down a tarp on the couch in the den.",137,False,LC,Before,"painting,",the,contractors,laid,down,a,tarp,on,the,couch,in,the,den.,,,5,couch,11,7.883649,0.00037685546,12.293755,4.580261e-06,0.7570266336292626,0.8894685480791955,5.325667,8.4110834,5,10
Eric sued the taxi driver and took him to court On Tuesday.,138,False,HC,Eric,sued,the,taxi,driver,and,took,him,to,court,On,Tuesday.,,,,,203,court,10,0.89761984,0.4075385,19.267937,4.285894e-09,0.6056618406871188,0.8788215833580665,3.828813,11.9400029,5,15
Susan was angry at Eric and took him to court On Tuesday.,139,False,MC,Susan,was,angry,at,Eric,and,took,him,to,court,On,Tuesday.,,,,,203,court,10,3.276468,0.037761394,23.170713,8.651412e-11,0.9180417560195112,0.9799434438160424,3.828813,11.9400029,5,15
Eric picked up his friend and brought him to court On Tuesday.,140,False,LC,Eric,picked,up,his,friend,and,brought,him,to,court,On,Tuesday.,,,,,203,court,10,7.8942094,0.0003728966,26.423168,3.3462922e-12,0.913698596651074,0.9998995006185264,3.828813,11.9400029,5,15
Jesus was crucified on a large wooden cross made of oak.,141,True,HC,Jesus,was,crucified,on,a,large,wooden,cross,made,of,oak.,,,,,,169,cross,8,0.3188524,0.72698283,6.6305604,0.0013194234,0.7544928276980856,0.8205198364068124,4.5191293,9.2826715,5,11
The nuns were praying beside the wooden cross made of oak.,142,True,MC,The,nuns,were,praying,beside,the,wooden,cross,made,of,oak.,,,,,,169,cross,8,2.8388908,0.058490507,10.204842,3.699079e-05,0.8305332281469795,0.8715771286347627,4.5191293,9.2826715,5,11
"In the gallery, there was a wooden cross made of oak.",143,True,LC,In,the,"gallery,",there,was,a,wooden,cross,made,of,oak.,,,,,,169,cross,8,4.177291,0.015340009,9.952949,4.7587113e-05,0.8404266714074601,0.9301527794753276,4.5191293,9.2826715,5,11
"On the queen's head, the priest placed a golden crown with bright jewels.",144,True,HC,On,the,queen's,"head,",the,priest,placed,a,golden,crown,with,bright,jewels.,,,,209,crown,10,3.4560196,0.031555112,14.058067,7.846192e-07,0.6753336537814095,0.7232198107617727,5.107288,11.904439799999999,5,15
"On the king's nightstand, the men saw a golden crown with bright jewels.",145,True,MC,On,the,king's,"nightstand,",the,men,saw,a,golden,crown,with,bright,jewels.,,,,209,crown,10,4.9677105,0.0069590625,14.139439,7.2330226e-07,0.6618317605564219,0.8238651236064214,5.107288,11.904439799999999,5,15
The merchant paid for the goods with a golden crown with bright jewels.,146,True,LC,The,merchant,paid,for,the,goods,with,a,golden,crown,with,bright,jewels.,,,,209,crown,10,6.042179,0.0023763748,18.442888,9.780373e-09,0.6753336537814095,0.9342780312127296,5.107288,11.904439799999999,5,15
The disease is fatal as there is no known cure for it.,147,False,HC,The,disease,is,fatal,as,there,is,no,known,cure,for,it.,,,,,14,cure,10,0.23587087,0.78988266,2.8330383,0.058833826,0.4604388937654863,0.702485435023352,5.0788817,10.5094467,4,10
This danger is real and there is no known cure for it.,148,False,MC,This,danger,is,real,and,there,is,no,known,cure,for,it.,,,,,14,cure,10,0.6760634,0.50861526,2.910936,0.05442476,0.8105414504605607,0.8616032029985519,5.0788817,10.5094467,4,10
We heard that the remote island has no known cure for it.,149,False,LC,We,heard,that,the,remote,island,has,no,known,cure,for,it.,,,,,14,cure,10,5.370702,0.004650866,13.286497,1.6972571e-06,0.8500992233247036,0.9655460030957356,5.0788817,10.5094467,4,10
Camels can travel across the hot sands of the desert in Algeria.,150,True,HC,Camels,can,travel,across,the,hot,sands,of,the,desert,in,Algeria.,,,,,99,desert,10,4.1650624,0.015528745,20.16966,1.7395131e-09,0.5883905376726408,0.7673509261214013,4.9808903,13.1524259,6,16
"Somehow, farmers were able to grow crops in the desert in Algeria.",151,True,MC,"Somehow,",farmers,were,able,to,grow,crops,in,the,desert,in,Algeria.,,,,,99,desert,10,4.0336175,0.017710147,18.08667,1.39655825e-08,0.7895452171690797,0.9342305578512128,4.9808903,13.1524259,6,16
The young students learned some interesting facts about the desert in Algeria.,152,True,LC,The,young,students,learned,some,interesting,facts,about,the,desert,in,Algeria.,,,,,99,desert,10,9.231811,9.787586e-05,21.477621,4.7031373e-10,0.9436015955732842,0.993956289342149,4.9808903,13.1524259,6,16
"Late at the office, Victor can always be found sitting at his desk near the window.",153,True,HC,Late,at,the,"office,",Victor,can,always,be,found,sitting,at,his,desk,near,the,window.,97,desk,13,0.43656635,0.6462516,8.108942,0.00030083698,0.4423178035311504,0.7916827224006193,4.960517,10.0664708,4,11
My friend always kept a large bag of chocolate bars in his desk near the window.,154,True,MC,My,friend,always,kept,a,large,bag,of,chocolate,bars,in,his,desk,near,the,window.,97,desk,13,5.212262,0.0054493323,13.652742,1.1767638e-06,0.7177670863009589,0.8530190586083712,4.960517,10.0664708,4,11
"When I came home yesterday, I saw that Victor was fixing his desk near the window.",155,True,LC,When,I,came,home,"yesterday,",I,saw,that,Victor,was,fixing,his,desk,near,the,window.,97,desk,13,4.9753923,0.006905809,13.384572,1.538701e-06,0.8094463271814132,0.8938777838272277,4.960517,10.0664708,4,11
"To prevent a mess, the caregiver checked the baby's diaper for accidents.",156,True,HC,To,prevent,a,"mess,",the,caregiver,checked,the,baby's,diaper,for,accidents.,,,,,177,diaper,10,1.8624231,0.15529588,17.292385,3.090385e-08,0.6176777094942931,0.7952610499600593,6.0040812,13.8912646,6,19
"Before leaving the driveway, my wife checked the baby's diaper for accidents.",157,True,MC,Before,leaving,the,"driveway,",my,wife,checked,the,baby's,diaper,for,accidents.,,,,,177,diaper,10,1.8460071,0.15786625,16.808527,5.0135977e-08,0.6176777094942931,0.8827022422024001,6.0040812,13.8912646,6,19
"Before leaving the maternity ward, someone checked the baby's diaper for accidents.",158,True,LC,Before,leaving,the,maternity,"ward,",someone,checked,the,baby's,diaper,for,accidents.,,,,,177,diaper,10,2.6474004,0.07083512,17.9101,1.666257e-08,0.6176777094942931,0.8287442251441075,6.0040812,13.8912646,6,19
"To take her turn at Monopoly, Helen rolled both of the dice last night.",159,True,HC,To,take,her,turn,at,"Monopoly,",Helen,rolled,both,of,the,dice,last,night.,,,126,dice,12,1.6959515,0.18342462,11.486797,1.0264725e-05,0.7767352970588562,0.8749462549583884,5.2997556,12.8096116,4,14
"They weren't able to play Monopoly, because they had lost the dice last night.",160,True,MC,They,weren't,able,to,play,"Monopoly,",because,they,had,lost,the,dice,last,night.,,,126,dice,12,6.6316175,0.0013180294,17.523191,2.4534355e-08,0.7474909721219125,0.8636115512394582,5.2997556,12.8096116,4,14
"While cleaning out the cluttered closet, Helen found both of the dice last night.",161,True,LC,While,cleaning,out,the,cluttered,"closet,",Helen,found,both,of,the,dice,last,night.,,,126,dice,12,9.465176,7.750442e-05,21.849903,3.2412137e-10,0.9682365359615108,0.9998312870143,5.2997556,12.8096116,4,14
My medical records are accessible to the nurse and the doctor at the clinic.,162,True,HC,My,medical,records,are,accessible,to,the,nurse,and,the,doctor,at,the,clinic.,,,133,doctor,11,2.3272583,0.097562864,7.2031484,0.00074423896,0.3808246758297314,0.6922384113023633,4.583414,8.2678189,6,11
